feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
K01952	Age.category	Adult	-0.654468581881856	0.163282964245067	201	201	8.85612488844019e-05	0.0129807346037367
K02086	Age.category	Adult	-1.44086781001461	0.351662059251043	201	201	6.3709752161848e-05	0.0129807346037367
K02240	Age.category	Adult	-1.38691194846057	0.356067956957839	201	201	0.000139364445044908	0.0129807346037367
K02336	Age.category	D15	-2.17760572247778	0.551552719705724	201	162	0.000112429873695589	0.0129807346037367
K02344	Age.category	D15	-2.51873225036919	0.596325303582218	201	147	3.78457818869006e-05	0.0129807346037367
K02399	Age.category	D15	-2.22392323904101	0.529257748291003	201	171	4.14333556789423e-05	0.0129807346037367
K02425	Age.category	D15	-2.42964944977495	0.616068174689958	201	135	0.000114198269957202	0.0129807346037367
K02439	Age.category	D15	-2.22079541930267	0.565755488385324	201	159	0.000122684806034914	0.0129807346037367
K02463	Age.category	Adult	2.77002416569677	0.695349589322373	201	155	9.88217293096911e-05	0.0129807346037367
K02504	Age.category	D15	-2.51386711489438	0.59632985700638	201	147	3.91196084675305e-05	0.0129807346037367
K02505	Age.category	D15	-2.23490151947519	0.572182621975596	201	160	0.000131989381583884	0.0129807346037367
